"municipio_geocodigo","ano_e","xp","tp","dc3","dc6","dcmax","dcmed","dci","ds3","ds6","dsmax","dsmed","inc","p","st"
2505238,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505238,2018,2,31,0,0,0,0,0,2,2,25,9.5,110.1,0,0.01
2505238,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2505238,2020,9,37,0,0,1,1,1,2,2,32,11,393.21,1,0.03
2505238,2021,0,1,0,0,0,0,0,1,1,52,52,0,0,0.03
2505238,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505279,2010,4,30,0,0,0,0,0,2,2,25,22,133.79,0,0
2505279,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2505279,2012,4,44,0,0,0,0,0,1,1,40,1,305.81,0,0.04
2505279,2013,1,1,0,0,0,0,0,2,2,32,25,38.23,0,0.04
2505279,2014,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505279,2015,4,41,0,0,0,0,0,4,3,21,12,133.79,0,0.01
2505279,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2505279,2017,1,40,0,0,0,0,0,2,2,39,25,38.23,0,0.01
2505279,2018,3,45,0,0,0,0,0,5,2,16,5,210.24,0,0.02
2505279,2019,1,21,0,0,0,0,0,2,2,31,25.5,19.11,0,0.02
2505279,2020,6,35,0,0,1,1,1,3,2,21,2.5,611.62,1,0.07
2505279,2021,10,34,0,0,1,1,3,3,1,14,2,1070.34,4,0.07
2505279,2022,1,29,0,0,0,0,0,3,3,28,13,38.23,0,0.1
2505303,2010,2,20,0,0,0,0,0,2,2,31,25,158.92,0,0.01
2505303,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505303,2012,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505303,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505303,2014,4,33,0,0,0,0,0,2,2,32,25.5,158.92,0,0.01
2505303,2015,4,27,0,0,0,0,0,3,2,26,19,238.38,0,0
2505303,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2505303,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505303,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505303,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505303,2020,1,34,0,0,0,0,0,2,2,33,25.5,39.73,0,0
2505303,2021,22,42,0,0,1,1,2,3,2,36,6,1152.17,2,0.04
2505303,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0.04
2505352,2010,2,17,0,0,0,0,0,3,3,17,2,149.73,0,0.01
2505352,2011,1,39,0,0,0,0,0,2,2,38,25.5,18.72,0,0.04
2505352,2012,4,19,0,0,0,0,0,2,2,23,2,318.17,0,0.04
2505352,2013,1,34,0,0,0,0,0,3,2,33,12,37.43,0,0
2505352,2014,2,35,0,0,0,0,0,2,2,33,15,93.58,0,0.02
2505352,2015,4,27,0,0,0,0,0,2,2,25,23,149.73,0,0.02
2505352,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505352,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505352,2018,3,35,0,0,0,0,0,3,2,29,8,168.44,0,0.02
2505352,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
2505352,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505352,2021,2,29,0,0,0,0,0,4,3,20,11.5,149.73,0,0.02
2505352,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
2505402,2010,7,27,0,0,1,1,2,3,2,17,2,529.74,3,0.06
2505402,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.08
2505402,2012,1,21,0,0,0,0,0,3,2,24,12,36.12,0,0.01
2505402,2013,1,2,0,0,0,0,0,1,1,50,25.5,12.04,0,0.01
2505402,2014,7,31,0,0,1,1,2,2,2,25,22.5,361.18,3,0.26
2505402,2015,31,24,1,0,4,4,0,4,3,18,6,854.8,4,0.26
2505402,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
2505402,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505402,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505402,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505402,2020,2,33,0,0,0,0,0,2,2,32,16,48.16,0,0.01
2505402,2021,6,37,0,0,1,1,1,2,1,31,5,481.58,2,0.13
2505402,2022,1,5,0,0,0,0,0,2,1,47,25.5,12.04,0,0.14
2505501,2010,1,22,0,0,0,0,0,2,2,26,21,78.78,0,0
2505501,2011,37,32,1,0,4,1,2,3,2,23,2.5,4122.9,7,0.57
2505501,2012,16,44,0,0,1,1,1,3,2,27,3,1076.68,2,0.54
2505501,2013,2,25,0,0,0,0,0,4,3,23,10,131.3,0,0.14
2505501,2014,3,25,0,0,0,0,0,6,3,12,3.5,420.17,0,0.22
2505501,2015,17,21,0,0,2,2,1,3,3,19,2,1811.97,5,0.24
2505501,2016,1,26,0,0,0,0,0,2,2,25,25,52.52,0,0.02
2505501,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505501,2018,2,29,0,0,0,0,0,2,2,26,23,78.78,0,0.01
2505501,2019,12,38,2,0,4,2,2,1,1,28,14.5,3019.96,13,0.43
2505501,2020,4,2,0,0,0,0,0,2,2,39,10,131.3,0,0.44
2505501,2021,13,34,1,0,3,2,0,1,1,31,16,2389.71,8,0.34
2505501,2022,1,22,0,0,0,0,0,2,2,28,21,52.52,0,0.33
2505600,2010,3,21,0,0,0,0,0,3,2,27,20,61.07,0,0.01
2505600,2011,1,12,0,0,0,0,0,3,2,34,11,45.8,0,0.03
2505600,2012,4,11,0,0,0,0,0,2,1,32,2,259.54,0,0.03
2505600,2013,3,32,0,0,0,0,0,2,2,31,25.5,45.8,0,0.01
2505600,2014,7,32,0,0,1,1,1,3,2,23,10.5,290.08,1,0.03
2505600,2015,3,22,0,0,0,0,0,2,2,30,25.5,45.8,0,0.04
2505600,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505600,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505600,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505600,2019,6,46,0,0,1,1,1,1,1,45,1,198.47,1,0.02
2505600,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
2505600,2021,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505600,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505709,2010,10,26,1,0,5,3,1,4,1,6,2,886.06,7,0.2
2505709,2011,1,25,0,0,0,0,0,3,3,24,6,77.05,0,0.35
2505709,2012,18,29,1,0,3,1,6,2,2,12,1,1396.51,12,0.33
2505709,2013,3,40,0,0,0,0,0,6,3,12,5,125.2,0,0.27
2505709,2014,30,29,1,1,11,11,0,3,2,22,11,1695.08,11,0.7
2505709,2015,164,33,1,1,15,8.5,0,2,1,8,2,10950.59,17,3.88
2505709,2016,5,27,0,0,0,0,0,4,3,17,6,269.67,2,4.39
2505709,2017,2,52,0,0,0,0,0,2,2,32,24.5,38.52,0,0.07
2505709,2018,8,34,0,0,1,1,3,2,1,29,3,423.77,3,0.19
2505709,2019,3,32,0,0,0,0,0,3,3,20,2,86.68,0,0.18
2505709,2020,37,31,1,1,10,1,4,1,1,21,11,2715.98,16,2.61
2505709,2021,90,21,1,1,11,1,3,1,0,3,1.5,4285.85,19,2.24
2505709,2022,5,26,0,0,0,0,0,5,2,8,3,279.3,1,0.31
2505808,2010,4,15,0,0,0,0,0,5,3,18,5,445.19,0,0.03
2505808,2011,1,34,0,0,0,0,0,2,2,33,16,55.65,0,0
2505808,2012,2,28,0,0,0,0,0,3,3,24,4.5,194.77,0,0.01
2505808,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2505808,2014,3,33,0,0,0,0,0,2,2,31,16,194.77,0,0.07
2505808,2015,9,24,1,0,5,5,0,2,2,23,20,1112.97,5,0.07
2505808,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.03
2505808,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505808,2018,5,33,0,0,0,0,0,3,2,27,5,306.07,1,0.03
2505808,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.03
2505808,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2505808,2021,4,25,0,0,0,0,0,3,2,19,4,473.01,0,0.02
2505808,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
2505907,2010,12,20,1,0,3,2,1,3,2,19,4,1587.3,4,0.14
2505907,2011,3,38,0,0,0,0,0,4,4,22,10.5,141.72,0,0.05
2505907,2012,9,24,0,0,2,1.5,1,2,2,22,16,1332.2,4,0.07
2505907,2013,1,29,0,0,0,0,0,2,2,28,25,56.69,0,0.06
2505907,2014,1,27,0,0,0,0,0,2,2,26,25.5,28.34,0,0.01
2505907,2015,2,21,0,0,0,0,0,2,2,31,17,85.03,0,0.01
2505907,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505907,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2505907,2018,2,47,0,0,0,0,0,3,1,40,5,113.38,0,0.01
2505907,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2505907,2020,1,15,0,0,0,0,0,3,3,19,14.5,85.03,0,0.01
2505907,2021,21,36,0,0,2,2,0,2,2,28,7,1388.89,2,0.13
2505907,2022,1,28,0,0,0,0,0,2,2,27,21,56.69,0,0.13
2506004,2010,35,27,1,1,20,10.5,1,0,0,2,1,1512.05,23,0.57
2506004,2011,11,28,1,0,3,1.5,2,0,0,1,1,538.09,15,1.51
2506004,2012,29,24,4,1,6,4,2,2,0,3,1,1085.19,28,1.06
2506004,2013,12,3,1,0,3,1,2,2,0,4,1.5,330.67,8,1.53
2506004,2014,24,31,0,0,2,2,2,1,1,8,1,541.09,13,1.19
2506004,2015,52,20,1,1,11,11,0,5,3,11,5.5,673.36,11,1.7
2506004,2016,3,34,0,0,0,0,0,4,2,23,5,24.05,0,0.12
2506004,2017,7,4,0,0,1,1,1,3,2,32,7,30.06,1,0.51
2506004,2018,42,31,2,1,20,2,2,2,2,6,4,1160.34,28,1.75
2506004,2019,12,38,0,0,2,1,3,2,0,5,2,321.65,8,1.24
2506004,2020,71,45,1,1,17,2,1,2,0,5,1,1779.59,20,3.15
2506004,2021,32,32,2,1,8,1,4,2,1,7,1,913.85,18,2.51
2506004,2022,5,2,0,0,0,0,0,1,1,48,1,24.05,1,1.61
2506103,2010,1,27,0,0,0,0,0,2,2,26,23,17.68,0,0
2506103,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2506103,2012,15,32,1,0,3,2,1,2,2,23,4,795.54,6,0.17
2506103,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0.17
2506103,2014,16,36,1,0,4,1,2,2,1,31,2.5,689.47,6,0.19
2506103,2015,5,24,0,0,0,0,0,2,2,28,24,106.07,1,0.19
2506103,2016,9,47,0,0,1,1,2,3,2,26,2.5,353.58,4,0.08
2506103,2017,2,1,0,0,0,0,0,1,1,51,51,17.68,0,0.08
2506103,2018,2,32,0,0,0,0,0,2,2,31,25.5,17.68,0,0
2506103,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506103,2020,4,28,0,0,0,0,0,4,2,26,3,150.27,0,0.14
2506103,2021,19,29,2,1,11,2.5,2,2,0,5,2,1962.34,18,0.31
2506103,2022,2,1,0,0,0,0,0,4,3,18,3,79.55,0,0.34
2506202,2010,2,21,0,0,0,0,0,4,3,20,13,133.78,0,0.01
2506202,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506202,2012,6,39,0,0,1,1,1,3,3,24,4,568.56,1,0.06
2506202,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0.36
2506202,2014,18,22,1,1,8,4.5,1,3,1,18,2,5183.95,10,0.27
2506202,2015,5,22,0,0,0,0,0,3,3,14,4,1204.01,3,0.24
2506202,2016,1,21,0,0,0,0,0,2,2,28,20,100.33,0,0.05
2506202,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506202,2018,4,51,0,0,0,0,0,2,1,46,24.5,234.11,0,0.06
2506202,2019,4,4,0,0,0,0,0,4,3,17,6.5,401.34,0,0.06
2506202,2020,4,27,0,0,0,0,0,3,2,26,20,234.11,0,0.02
2506202,2021,54,40,1,1,10,1,3,2,2,19,4,10401.34,14,1.19
2506202,2022,3,28,0,0,0,0,0,3,2,19,3,668.9,0,1.14
2506251,2010,10,25,0,0,1,1,1,4,3,21,7,189.69,1,0.04
2506251,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2506251,2012,1,2,0,0,0,0,0,1,1,47,2,23.71,0,0
2506251,2013,1,1,0,0,0,0,0,2,1,46,25,23.71,0,0.01
2506251,2014,2,42,0,0,0,0,0,4,3,21,3,118.55,0,0.02
2506251,2015,1,18,0,0,0,0,0,2,2,34,25.5,11.86,0,0.02
2506251,2016,1,28,0,0,0,0,0,2,2,27,22,23.71,0,0.01
2506251,2017,2,29,0,0,0,0,0,5,2,23,4,94.84,0,0.02
2506251,2018,1,36,0,0,0,0,0,3,2,35,6,35.57,0,0.01
2506251,2019,1,7,0,0,0,0,0,3,3,31,13,23.71,0,0.01
2506251,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2506251,2021,8,35,0,0,2,1.5,1,2,2,21,2,497.93,3,0.11
2506251,2022,1,2,0,0,0,0,0,4,3,21,6,47.42,0,0.1
2506301,2010,85,27,3,1,17,1,7,0,0,2,1.5,1314.52,33,0.79
2506301,2011,20,47,2,1,7,3,1,0,0,2,1.5,380.43,19,2.2
2506301,2012,21,48,3,1,11,3,1,1,0,3,1,470.44,23,0.77
2506301,2013,10,10,1,0,3,1,8,0,0,1,1,329.48,18,1.42
2506301,2014,76,27,1,1,32,32,0,0,0,2,1,1326.4,32,2.28
2506301,2015,50,30,1,1,24,24,0,1,0,3,1,1219.41,26,1.8
2506301,2016,4,16,0,0,0,0,0,3,2,7,1,64.54,0,2.64
2506301,2017,3,44,0,0,0,0,0,4,3,21,4.5,37.36,0,0.05
2506301,2018,29,48,1,1,8,8,0,2,2,14,1,324.38,10,1.71
2506301,2019,26,8,1,0,5,3.5,0,4,1,10,2,246.26,9,1.68
2506301,2020,3,31,0,0,0,0,0,6,2,12,3,32.27,0,0.73
2506301,2021,50,25,1,1,20,10.5,1,3,2,9,5,835.58,23,1.87
2506301,2022,1,23,0,0,0,0,0,2,2,28,25,3.4,0,1.95
2506400,2010,9,23,0,0,1,1,1,3,1,18,2,360.83,3,0.08
2506400,2011,5,20,0,0,0,0,0,4,3,13,3.5,176.88,1,0.09
2506400,2012,5,36,0,0,0,0,0,3,2,33,5.5,120.28,1,0.06
2506400,2013,1,18,0,0,0,0,0,2,2,34,25.5,7.08,0,0.07
2506400,2014,9,27,0,0,1,1,1,4,3,16,6,226.4,2,0.15
2506400,2015,6,25,0,0,1,1,1,4,2,19,3,183.95,1,0.13
2506400,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.03
2506400,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506400,2018,1,38,0,0,0,0,0,1,1,37,2,63.68,0,0.04
2506400,2019,5,51,0,0,0,0,0,1,1,48,48,91.98,2,0.06
2506400,2020,2,3,0,0,0,0,0,2,1,41,2.5,42.45,0,0.06
2506400,2021,4,34,0,0,0,0,0,4,4,15,9,91.98,0,0.05
2506400,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0.05
2506509,2010,2,28,0,0,0,0,0,2,2,23,10,261.93,0,0.01
2506509,2011,2,37,0,0,0,0,0,4,3,32,7,116.41,0,0.02
2506509,2012,2,36,0,0,0,0,0,3,3,23,4,320.14,0,0.02
2506509,2013,6,42,0,0,1,1,1,3,1,25,3,1309.66,3,0.12
2506509,2014,8,33,0,0,2,2,0,3,2,27,10,1018.63,3,0.39
2506509,2015,30,24,1,1,8,8,0,2,2,23,2,3928.99,8,0.5
2506509,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
2506509,2017,4,44,0,0,0,0,0,3,2,35,4,232.83,0,0.02
2506509,2018,2,34,0,0,0,0,0,3,2,28,3,174.62,0,0.02
2506509,2019,2,44,0,0,0,0,0,3,3,32,10,87.31,0,0.02
2506509,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.2
2506509,2021,31,27,1,1,7,4,1,4,1,21,5,4569.27,9,0.22
2506509,2022,4,24,0,0,0,0,0,3,2,23,12,174.62,0,0.22
2506608,2010,9,25,0,0,1,1,1,3,2,21,12,303.8,1,0.02
2506608,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506608,2012,1,9,0,0,0,0,0,2,2,43,25.5,16.88,0,0
2506608,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506608,2014,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506608,2015,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506608,2016,10,48,0,0,1,1,1,3,1,43,4,202.53,1,0.01
2506608,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2506608,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506608,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506608,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506608,2021,4,28,0,0,0,0,0,2,2,25,2,219.41,0,0.01
2506608,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2506707,2010,6,23,0,0,1,1,1,3,2,20,9,261.98,1,0.12
2506707,2011,3,36,0,0,0,0,0,4,3,23,6,59.16,0,0.21
2506707,2012,8,23,1,0,5,3.5,0,3,1,15,2,735.23,8,0.2
2506707,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0.16
2506707,2014,13,28,0,0,2,2,0,3,2,24,8.5,338.04,4,1.07
2506707,2015,34,21,1,1,9,1,3,4,2,12,4,2129.64,14,0.93
2506707,2016,1,27,0,0,0,0,0,3,2,26,10.5,25.35,0,0.15
2506707,2017,4,24,0,0,0,0,0,4,3,15,7,126.76,0,0.05
2506707,2018,1,17,0,0,0,0,0,2,2,34,25,16.9,0,0.02
2506707,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2506707,2020,1,37,0,0,0,0,0,2,2,36,12,16.9,0,0.02
2506707,2021,7,33,0,0,1,1,1,4,2,23,4,160.57,1,0.07
2506707,2022,1,33,0,0,0,0,0,2,2,32,25.5,8.45,0,0.07
2506806,2010,6,25,0,0,1,1,1,4,3,14,3,209.22,2,0.03
2506806,2011,5,27,0,0,0,0,0,6,4,8,6,209.22,4,0.04
2506806,2012,2,36,0,0,0,0,0,2,2,31,2,38.54,0,0.1
2506806,2013,2,15,0,0,0,0,0,5,3,14,12,27.53,0,0.03
2506806,2014,24,35,1,0,4,2,1,1,1,27,1,732.26,8,1.77
2506806,2015,114,24,1,1,10,10,0,4,3,15,5,1855.42,10,1.76
2506806,2016,1,16,0,0,0,0,0,2,2,36,25.5,5.51,0,0.16
2506806,2017,4,25,0,0,0,0,0,3,2,21,1.5,143.15,0,0.06
2506806,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0.06
2506806,2019,1,39,0,0,0,0,0,2,2,38,10,11.01,0,0.04
2506806,2020,4,39,0,0,0,0,0,3,2,14,1,154.16,0,0.08
2506806,2021,18,39,2,0,5,4,1,3,1,21,4,677.2,11,0.45
2506806,2022,1,31,0,0,0,0,0,3,2,30,16,16.52,0,0.51
2506905,2010,1,4,0,0,0,0,0,3,2,29,17,12.26,0,0
2506905,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2506905,2012,1,32,0,0,0,0,0,3,3,31,7,24.51,0,0.02
2506905,2013,1,18,0,0,0,0,0,2,2,34,25.5,4.09,0,0.02
2506905,2014,102,34,1,0,3,3,0,4,3,14,3,1180.8,3,1.04
2506905,2015,66,30,2,0,4,2,2,4,2,11,1,996.94,10,0.8
2506905,2016,123,2,1,0,3,2,1,6,3,9,4,939.73,5,1.06
2506905,2017,8,35,0,0,1,1,4,3,2,15,2,208.38,5,0.13
2506905,2018,17,32,0,0,1,1,2,1,1,23,12,404.49,6,0.24
2506905,2019,6,26,0,0,1,1,1,3,0,4,2,249.23,1,0.34
2506905,2020,4,52,0,0,0,0,0,4,2,16,4,81.72,0,0.08
2506905,2021,13,34,2,2,7,6,1,2,1,9,1,674.16,18,0.37
2506905,2022,1,1,0,0,0,0,0,2,1,36,1,28.6,0,0.38
2507002,2010,6,21,0,0,1,1,1,4,1,20,2,165.04,1,0.15
2507002,2011,9,36,1,0,3,2.5,0,3,1,30,3,193.22,5,0.29
2507002,2012,27,43,2,0,4,1,4,2,1,13,1,664.2,13,0.55
2507002,2013,10,33,0,0,1,1,2,2,1,7,1,265.68,2,0.6
2507002,2014,35,25,2,1,9,6.5,0,2,0,5,1.5,962.08,17,5.75
2507002,2015,234,17,2,1,14,1,3,1,1,16,2,5510.83,21,5.95
2507002,2016,2,42,0,0,0,0,0,4,2,20,3.5,28.18,0,0.35
2507002,2017,1,25,0,0,0,0,0,3,3,24,19,8.05,0,0.02
2507002,2018,2,26,0,0,0,0,0,4,2,19,11.5,32.2,0,0.03
2507002,2019,5,41,0,0,0,0,0,4,1,12,2,136.86,1,0.12
2507002,2020,2,27,0,0,0,0,0,6,1,11,2.5,80.51,0,0.19
2507002,2021,22,30,1,1,13,2,1,3,1,8,1,998.31,17,0.78
2507002,2022,4,30,0,0,0,0,0,4,2,16,3,68.43,0,0.78
2507101,2010,3,25,0,0,0,0,0,4,2,23,4,106.87,0,0.01
2507101,2011,7,36,0,0,1,1,2,3,2,23,1,138.93,2,0.27
2507101,2012,33,24,1,1,9,1,2,2,2,7,1,881.65,14,0.24
2507101,2013,2,4,0,0,0,0,0,1,1,48,24.5,21.37,0,0.12
2507101,2014,3,34,0,0,0,0,0,3,3,22,12.5,37.4,0,0.01
2507101,2015,1,21,0,0,0,0,0,2,2,31,25.5,5.34,0,0.02
2507101,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507101,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507101,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507101,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.32
2507101,2020,29,23,3,1,8,3,2,2,2,11,5,1528.19,17,0.31
2507101,2021,8,27,0,0,1,1,1,3,1,21,2,170.99,2,0.25
2507101,2022,1,17,0,0,0,0,0,5,4,16,9,21.37,0,0.04
2507200,2010,8,26,0,0,1,1,1,3,2,25,21,82.75,1,0.01
2507200,2011,2,46,0,0,0,0,0,2,2,43,24.5,36.78,0,0.01
2507200,2012,1,47,0,0,0,0,0,2,1,46,25,18.39,0,0.03
2507200,2013,6,2,0,0,1,1,1,2,2,37,12,64.36,1,0.03
2507200,2014,4,32,0,0,0,0,0,2,2,25,18,147.11,0,0.16
2507200,2015,9,22,1,0,3,3,0,3,3,18,15,331,3,0.16
2507200,2016,1,44,0,0,0,0,0,2,1,43,5,18.39,0,0.01
2507200,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2507200,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507200,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507200,2020,13,37,1,0,3,1,2,2,1,32,17.5,864.29,8,0.31
2507200,2021,7,36,0,0,1,1,2,3,3,23,9,321.81,3,0.2
2507200,2022,6,26,1,0,3,3,0,2,2,23,22,229.86,3,0.11
2507309,2010,9,27,0,0,2,2,1,3,2,22,4,375.57,5,0.05
2507309,2011,4,33,0,0,0,0,0,6,3,9,4.5,173.88,0,0.21
2507309,2012,15,41,0,0,1,1,3,1,1,29,1.5,563.36,9,0.37
2507309,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0.44
2507309,2014,9,28,0,0,2,2,0,2,2,27,17,229.52,3,0.18
2507309,2015,3,49,0,0,0,0,0,4,1,35,3,48.69,0,0.18
2507309,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.04
2507309,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507309,2018,3,32,0,0,0,0,0,4,2,27,7,90.42,0,0.07
2507309,2019,0,1,0,0,0,0,0,1,1,52,52,0,0,0.07
2507309,2020,1,43,0,0,0,0,0,2,2,42,6,20.87,0,0.2
2507309,2021,21,26,0,0,2,2,0,2,2,26,20,306.02,3,0.2
2507309,2022,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507408,2010,2,27,0,0,0,0,0,2,2,24,23,51.67,0,0.01
2507408,2011,18,33,0,0,1,1,2,3,2,18,2,658.74,2,0.2
2507408,2012,2,38,0,0,0,0,0,3,1,30,2,193.75,0,0.19
2507408,2013,6,10,0,0,1,1,1,5,2,10,2.5,426.25,1,0.15
2507408,2014,0,1,0,0,0,0,0,1,1,52,52,0,0,0.1
2507408,2015,12,30,0,0,2,1,4,3,2,13,2,1072.07,7,0.27
2507408,2016,9,24,1,0,3,3,0,3,2,24,10.5,361.66,3,0.36
2507408,2017,13,33,0,0,1,1,2,2,1,32,1,645.83,2,0.24
2507408,2018,3,6,0,0,0,0,0,6,3,16,5,167.92,0,0.2
2507408,2019,3,3,0,0,0,0,0,3,2,30,3,90.42,0,0.04
2507408,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.26
2507408,2021,40,29,1,0,4,2,1,3,1,19,4,2337.9,9,0.44
2507408,2022,1,25,0,0,0,0,0,3,2,24,5,64.58,0,0.43
2507507,2010,344,33,2,2,39,25.5,0,0,0,1,1,635.91,51,5.73
2507507,2011,263,32,2,2,39,25.5,0,0,0,1,1,586.5,51,10.78
2507507,2012,223,38,2,2,39,25.5,0,0,0,1,1,462.79,51,11.85
2507507,2013,118,36,3,2,39,7,0,0,0,1,1,311.73,50,10.74
2507507,2014,423,31,1,1,52,52,0,0,0,0,0,676.69,52,25.72
2507507,2015,419,34,2,2,39,9,0,0,0,1,1,959.22,50,14.66
2507507,2016,96,25,2,2,39,25.5,0,0,0,1,1,289.31,51,37.96
2507507,2017,153,33,2,2,39,25.5,0,0,0,1,1,397.12,51,12.72
2507507,2018,552,36,2,2,39,25.5,0,0,0,1,1,1356.09,51,77.37
2507507,2019,157,1,2,2,39,25.5,0,0,0,1,1,427.92,51,93.39
2507507,2020,446,45,1,1,52,52,0,0,0,0,0,885.78,52,72.81
2507507,2021,666,39,2,2,39,25.5,0,0,0,1,1,1664.37,51,38.04
2507507,2022,224,28,2,2,39,24.5,0,1,0,3,3,604.36,49,71.48
2507606,2010,3,21,0,0,0,0,0,2,2,20,2,264.15,0,0.01
2507606,2011,7,26,0,0,1,1,1,2,2,24,11,201.26,1,0.03
2507606,2012,1,22,0,0,0,0,0,2,2,30,25.5,12.58,0,0.02
2507606,2013,0,1,0,0,0,0,0,1,1,52,52,0,0,0
2507606,2014,30,33,1,0,3,2,1,2,1,24,1.5,1320.75,7,0.53
2507606,2015,31,23,1,0,3,2,1,2,2,25,17,1295.6,7,0.53
2507606,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
2507606,2017,7,36,0,0,1,1,1,2,2,35,22.5,276.73,1,0.06
2507606,2018,1,52,0,0,0,0,0,1,1,51,51,12.58,0,0.06
2507606,2019,3,52,0,0,0,0,0,1,1,43,1,113.21,0,0.04
2507606,2020,4,50,0,0,0,0,0,4,3,22,6,276.73,0,0.02
2507606,2021,1,1,0,0,0,0,0,4,3,14,2.5,113.21,0,0.05
2507606,2022,1,26,0,0,0,0,0,3,2,25,21,25.16,0,0.01
2507705,2010,8,29,0,0,2,1,2,2,1,15,2,373.36,4,0.06
2507705,2011,6,34,0,0,1,1,1,5,0,4,2,280.02,1,0.14
