region;uf_code;uf_acr;uf_name;muni_code;muni_name;xp;tp;dc3;dcmax;dci;ds3;dsmax;st;inc;dengue_pattern
4;42;SC;Santa Catarina;4201208;Antônio Carlos;18,0;28,0;0,3;4,7;0,7;3,3;15,3;0,3;1781,4;Episódico/Epidêmico
4;42;SC;Santa Catarina;4201257;Apiúna;4,3;12,7;0,3;2,3;0,0;2,7;28,3;0,1;335,2;Episódico
4;42;SC;Santa Catarina;4201273;Arabutã;6,7;18,7;0,3;2,0;0,0;2,0;32,0;0,0;755,3;Episódico
4;42;SC;Santa Catarina;4201307;Araquari;95,3;33,3;1,7;20,7;0,7;0,7;6,7;1,5;3067,9;Epidêmico
4;42;SC;Santa Catarina;4201406;Araranguá;4,0;33,7;0,0;0,7;0,0;3,7;20,3;0,1;54,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4201505;Armazém;0,3;9,3;0,0;0,0;0,0;1,7;43,0;0,0;7,8;Episódico
4;42;SC;Santa Catarina;4201604;Arroio Trinta;1,3;21,0;0,0;0,0;0,0;1,7;37,3;0,0;46,8;Episódico
4;42;SC;Santa Catarina;4201653;Arvoredo;2,0;11,0;0,0;0,3;0,3;1,3;43,0;0,0;309,6;Episódico
4;42;SC;Santa Catarina;4201703;Ascurra;30,0;18,3;0,3;4,3;0,3;2,7;26,0;0,2;1874,7;Episódico
4;42;SC;Santa Catarina;4201802;Atalanta;0,7;18,3;0,0;0,0;0,0;1,7;34,7;0,0;20,5;Episódico
4;42;SC;Santa Catarina;4201901;Aurora;1,7;22,7;0,0;0,0;0,0;3,3;21,7;0,0;76,2;Episódico/Epidêmico
4;42;SC;Santa Catarina;4201950;Balneário Arroio do Silva;2,0;20,0;0,0;0,0;0,0;3,0;32,0;0,0;110,7;Episódico
4;42;SC;Santa Catarina;4202008;Balneário Camboriú;640,7;31,0;2,7;37,3;0,3;0,0;0,7;31,9;4771,3;Epidêmico
4;42;SC;Santa Catarina;4202057;Balneário Barra do Sul;41,7;31,3;1,0;11,0;0,3;3,0;9,3;0,9;3705,9;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202073;Balneário Gaivota;3,3;30,7;0,0;0,0;0,0;2,7;25,7;0,0;105,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202081;Bandeirante;0,7;10,0;0,0;0,0;0,0;1,3;43,3;0,0;133,3;Episódico
4;42;SC;Santa Catarina;4202099;Barra Bonita;7,3;26,0;0,3;1,3;0,3;2,0;26,3;0,1;1725,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202107;Barra Velha;60,3;32,7;0,7;7,7;0,3;2,3;15,7;0,8;1852,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202131;Bela Vista do Toldo;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4202156;Belmonte;28,3;26,3;0,3;5,0;0,0;3,3;17,0;0,7;8231,8;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202206;Benedito Novo;2,3;19,3;0,0;0,0;0,0;2,0;32,7;0,0;99,2;Episódico
4;42;SC;Santa Catarina;4202305;Biguaçu;206,0;27,0;0,7;17,0;0,7;2,0;7,0;9,1;2874,2;Epidêmico
4;42;SC;Santa Catarina;4202404;Blumenau;691,0;31,3;2,3;28,0;1,3;0,0;1,0;57,2;2021,4;Transmissão Persistente
4;42;SC;Santa Catarina;4202438;Bocaina do Sul;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4202453;Bombinhas;85,7;30,0;0,7;12,3;1,0;2,7;5,3;2,2;4005,8;Epidêmico
4;42;SC;Santa Catarina;4202503;Bom Jardim da Serra;0,3;10,3;0,0;0,0;0,0;1,3;44,0;0,0;7,1;Episódico
4;42;SC;Santa Catarina;4202537;Bom Jesus;4,3;21,7;0,0;0,7;0,0;2,0;34,0;0,0;502,5;Episódico
4;42;SC;Santa Catarina;4202578;Bom Jesus do Oeste;2,3;34,3;0,0;0,0;0,0;2,0;32,3;0,0;495,9;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202602;Bom Retiro;0,7;9,7;0,0;0,0;0,0;1,7;42,3;0,0;20,4;Episódico
4;42;SC;Santa Catarina;4202701;Botuverá;7,3;18,7;0,3;3,0;0,3;2,3;17,0;0,2;1111,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202800;Braço do Norte;10,3;37,7;0,7;3,0;0,7;3,0;23,3;0,1;196,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4202859;Braço do Trombudo;0,7;23,7;0,0;0,0;0,0;1,7;40,0;0,0;18,0;Episódico
4;42;SC;Santa Catarina;4202875;Brunópolis;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4202909;Brusque;274,0;29,0;1,3;21,7;2,0;0,3;2,0;18,4;1983,2;Epidêmico
4;42;SC;Santa Catarina;4203006;Caçador;3,3;29,0;0,0;0,0;0,0;4,3;17,3;0,0;23,7;Episódico/Epidêmico
4;42;SC;Santa Catarina;4203105;Caibi;46,3;16,3;0,3;2,3;0,3;4,3;12,0;1,2;3304,9;Episódico/Epidêmico
4;42;SC;Santa Catarina;4203154;Calmon;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4203204;Camboriú;125,7;31,3;1,0;15,0;2,0;0,7;2,7;2,3;1209,6;Epidêmico
4;42;SC;Santa Catarina;4203253;Capão Alto;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4203303;Campo Alegre;3,0;30,7;0,0;0,0;0,0;4,0;15,0;0,0;127,7;Episódico/Epidêmico
4;42;SC;Santa Catarina;4203402;Campo Belo do Sul;0,3;10,7;0,0;0,0;0,0;1,3;44,3;0,0;4,6;Episódico
4;42;SC;Santa Catarina;4203501;Campo Erê;24,3;28,3;0,7;6,7;1,3;3,0;8,7;0,4;2067,5;Episódico/Epidêmico
4;42;SC;Santa Catarina;4203600;Campos Novos;1,3;20,3;0,0;0,0;0,0;2,0;36,7;0,0;14,9;Episódico
4;42;SC;Santa Catarina;4203709;Canelinha;9,0;22,3;1,3;3,7;0,3;3,0;19,7;0,3;683,7;Episódico/Epidêmico
4;42;SC;Santa Catarina;4203808;Canoinhas;2,7;29,7;0,0;0,0;0,0;3,0;24,3;0,0;16,5;Episódico/Epidêmico
4;42;SC;Santa Catarina;4203907;Capinzal;1,3;18,7;0,0;0,0;0,0;2,3;33,3;0,0;26,6;Episódico
4;42;SC;Santa Catarina;4203956;Capivari de Baixo;4,3;30,3;0,0;0,3;0,7;4,0;19,3;0,1;98,8;Episódico/Epidêmico
4;42;SC;Santa Catarina;4204004;Catanduvas;2,0;18,0;0,0;0,0;0,0;3,7;30,0;0,0;119,1;Episódico
4;42;SC;Santa Catarina;4204103;Caxambu do Sul;29,3;24,7;0,3;4,7;0,3;3,3;20,3;1,0;5965,4;Episódico/Epidêmico
4;42;SC;Santa Catarina;4204152;Celso Ramos;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4204178;Cerro Negro;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4204194;Chapadão do Lageado;0,3;3,0;0,0;0,0;0,0;2,3;40,0;0,0;45,2;Episódico
4;42;SC;Santa Catarina;4204202;Chapecó;598,3;27,3;2,3;31,7;1,7;0,0;1,0;42,6;2990,8;Epidêmico
4;42;SC;Santa Catarina;4204251;Cocal do Sul;1,7;18,3;0,0;0,0;0,0;3,0;32,0;0,0;42,6;Episódico
4;42;SC;Santa Catarina;4204301;Concórdia;293,3;29,0;1,0;12,7;1,3;1,0;8,3;12,3;2950,8;Epidêmico
4;42;SC;Santa Catarina;4204350;Cordilheira Alta;8,3;27,0;0,3;2,0;0,3;3,3;11,3;0,2;1195,7;Episódico/Epidêmico
4;42;SC;Santa Catarina;4204400;Coronel Freitas;141,7;26,0;0,7;13,3;0,3;4,0;5,7;5,6;10437,6;Epidêmico
4;42;SC;Santa Catarina;4204459;Coronel Martins;0,7;9,0;0,0;0,0;0,0;2,0;42,3;0,0;91,6;Episódico
4;42;SC;Santa Catarina;4204509;Corupá;4,3;20,3;0,0;0,7;0,7;2,3;23,7;0,1;268,1;Episódico
4;42;SC;Santa Catarina;4204558;Correia Pinto;1,0;10,0;0,0;0,0;0,0;1,7;42,7;0,0;12,5;Episódico
4;42;SC;Santa Catarina;4204608;Criciúma;13,0;21,7;0,7;5,7;0,7;2,7;6,0;0,5;60,2;Episódico/Epidêmico
4;42;SC;Santa Catarina;4204707;Cunha Porã;38,3;26,7;0,7;5,7;1,7;2,3;5,0;1,3;2725,3;Episódico/Epidêmico
4;42;SC;Santa Catarina;4204756;Cunhataí;9,7;21,7;0,3;3,3;0,0;1,7;37,0;0,1;3052,0;Episódico
4;42;SC;Santa Catarina;4204806;Curitibanos;2,0;20,7;0,0;0,0;0,0;2,7;31,3;0,0;11,8;Episódico
4;42;SC;Santa Catarina;4204905;Descanso;15,0;28,7;0,3;4,3;1,3;3,3;14,7;0,3;1270,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4205001;Dionísio Cerqueira;12,0;21,7;0,3;3,3;0,7;4,7;11,7;0,2;425,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4205100;Dona Emma;1,0;19,3;0,0;0,0;0,0;2,3;35,7;0,0;73,5;Episódico
4;42;SC;Santa Catarina;4205159;Doutor Pedrinho;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4205175;Entre Rios;6,0;22,0;0,3;1,0;0,3;3,0;25,0;0,1;1078,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4205191;Ermo;0,3;10,3;0,0;0,0;0,0;1,3;44,0;0,0;16,1;Episódico
4;42;SC;Santa Catarina;4205209;Erval Velho;0,3;9,7;0,0;0,0;0,0;1,3;43,3;0,0;7,4;Episódico
4;42;SC;Santa Catarina;4205308;Faxinal dos Guedes;2,0;20,3;0,0;0,0;0,0;1,7;34,7;0,0;80,7;Episódico
4;42;SC;Santa Catarina;4205357;Flor do Sertão;11,0;19,0;0,3;3,0;0,3;1,7;32,3;0,2;4098,7;Episódico
4;42;SC;Santa Catarina;4205407;Florianópolis;1917,3;30,0;2,0;40,3;0,0;0,0;0,7;142,9;4261,4;Transmissão Persistente
4;42;SC;Santa Catarina;4205431;Formosa do Sul;5,7;31,7;0,0;0,7;0,7;4,0;15,7;0,1;1033,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4205456;Forquilhinha;1,3;11,0;0,0;0,0;0,0;2,0;39,7;0,0;14,1;Episódico
4;42;SC;Santa Catarina;4205506;Fraiburgo;2,0;34,0;0,0;0,0;0,0;3,3;25,0;0,0;22,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4205555;Frei Rogério;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4205605;Galvão;1,3;21,7;0,0;0,0;0,0;1,7;37,3;0,0;65,4;Episódico
4;42;SC;Santa Catarina;4205704;Garopaba;9,0;26,3;0,3;4,0;0,3;3,7;19,3;0,2;271,7;Episódico/Epidêmico
4;42;SC;Santa Catarina;4205803;Garuva;81,0;30,7;0,7;13,3;0,3;1,7;8,3;1,5;3743,5;Epidêmico
4;42;SC;Santa Catarina;4205902;Gaspar;28,3;34,0;0,7;11,7;0,7;2,3;10,7;0,6;365,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4206009;Governador Celso Ramos;20,0;21,3;0,3;5,7;0,3;2,0;28,3;0,2;1103,4;Episódico
4;42;SC;Santa Catarina;4206108;Grão-Pará;1,7;20,0;0,0;0,0;0,0;2,0;33,0;0,0;147,9;Episódico
4;42;SC;Santa Catarina;4206207;Gravatal;2,7;22,3;0,0;0,0;0,0;2,7;30,0;0,0;102,4;Episódico
4;42;SC;Santa Catarina;4206306;Guabiruba;23,0;22,0;1,0;5,3;0,7;3,0;9,0;0,6;761,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4206405;Guaraciaba;86,3;33,0;0,7;7,0;0,7;2,0;21,0;1,7;4594,3;Episódico/Epidêmico
4;42;SC;Santa Catarina;4206504;Guaramirim;29,0;32,7;0,7;11,3;1,0;1,7;7,3;0,9;657,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4206603;Guarujá do Sul;8,7;34,0;0,3;3,3;1,0;3,3;21,0;0,2;1459,4;Episódico/Epidêmico
4;42;SC;Santa Catarina;4206652;Guatambú;13,0;21,0;0,3;3,3;0,0;4,0;15,7;0,4;1845,2;Episódico/Epidêmico
4;42;SC;Santa Catarina;4206702;Herval d'Oeste;4,7;24,7;0,0;1,0;0,3;2,0;26,3;0,1;160,4;Episódico
4;42;SC;Santa Catarina;4206751;Ibiam;0,3;15,3;0,0;0,0;0,0;1,3;49,0;0,0;16,9;Episódico
4;42;SC;Santa Catarina;4206801;Ibicaré;1,0;14,3;0,0;0,0;0,0;2,3;33,7;0,0;112,2;Episódico
4;42;SC;Santa Catarina;4206900;Ibirama;3,7;18,0;0,0;0,3;0,3;3,7;15,3;0,0;130,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207007;Içara;6,0;21,0;0,3;1,7;1,0;3,0;19,7;0,1;72,9;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207106;Ilhota;13,0;32,7;0,3;2,0;0,7;5,3;10,0;0,2;606,2;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207205;Imaruí;1,7;11,7;0,0;0,0;0,0;2,3;33,7;0,0;75,7;Episódico
4;42;SC;Santa Catarina;4207304;Imbituba;7,0;27,3;0,3;2,3;0,0;3,3;16,7;0,1;109,7;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207403;Imbuia;0,7;8,7;0,0;0,0;0,0;1,3;43,0;0,0;27,2;Episódico
4;42;SC;Santa Catarina;4207502;Indaial;29,7;27,7;1,0;10,0;1,0;1,3;5,7;1,1;425,1;Epidêmico
4;42;SC;Santa Catarina;4207577;Iomerê;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4207601;Ipira;4,3;36,7;0,0;0,3;0,3;2,0;31,3;0,0;285,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207650;Iporã do Oeste;75,7;25,3;0,3;3,7;0,0;3,7;16,3;1,8;4755,5;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207684;Ipuaçu;6,7;23,3;0,3;1,7;0,7;4,0;20,3;0,1;495,5;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207700;Ipumirim;32,7;22,7;0,3;6,0;0,0;2,3;21,0;0,9;2160,2;Episódico/Epidêmico
4;42;SC;Santa Catarina;4207759;Iraceminha;15,0;9,3;0,3;3,0;0,0;2,7;26,7;0,1;2270,3;Episódico
4;42;SC;Santa Catarina;4207809;Irani;3,0;19,3;0,0;0,3;0,3;3,0;30,0;0,0;100,5;Episódico
4;42;SC;Santa Catarina;4207858;Irati;5,3;21,3;0,0;1,0;1,0;2,3;30,3;0,0;1545,7;Episódico
4;42;SC;Santa Catarina;4207908;Irineópolis;1,3;21,7;0,0;0,0;0,0;2,0;38,0;0,0;29,9;Episódico
4;42;SC;Santa Catarina;4208005;Itá;75,7;26,7;0,3;5,7;0,7;4,0;14,0;1,7;8265,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4208104;Itaiópolis;1,7;19,3;0,0;0,0;0,0;3,0;33,3;0,0;26,4;Episódico
4;42;SC;Santa Catarina;4208203;Itajaí;516,7;33,0;2,0;38,0;0,7;0,0;0,7;35,7;2832,4;Epidêmico
4;42;SC;Santa Catarina;4208302;Itapema;140,0;29,0;0,7;15,0;3,3;0,7;3,7;3,1;2051,6;Epidêmico
4;42;SC;Santa Catarina;4208401;Itapiranga;37,7;27,7;0,7;9,3;1,7;2,0;14,3;0,4;1986,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4208450;Itapoá;25,7;32,3;1,0;6,0;0,7;1,3;17,3;0,8;1231,4;Episódico/Epidêmico
4;42;SC;Santa Catarina;4208500;Ituporanga;2,7;23,7;0,0;0,0;0,0;3,3;18,7;0,0;62,3;Episódico/Epidêmico
4;42;SC;Santa Catarina;4208609;Jaborá;2,0;15,3;0,0;0,0;0,0;3,7;29,7;0,0;284,0;Episódico
4;42;SC;Santa Catarina;4208708;Jacinto Machado;0,7;12,3;0,0;0,0;0,0;2,3;32,7;0,0;25,3;Episódico
4;42;SC;Santa Catarina;4208807;Jaguaruna;1,7;21,7;0,0;0,0;0,0;2,3;31,7;0,0;35,9;Episódico
4;42;SC;Santa Catarina;4208906;Jaraguá do Sul;63,0;32,3;1,0;20,0;1,3;1,0;3,7;2,7;411,1;Epidêmico
4;42;SC;Santa Catarina;4208955;Jardinópolis;8,7;21,3;0,7;1,3;0,3;2,0;32,7;0,0;2092,3;Episódico
4;42;SC;Santa Catarina;4209003;Joaçaba;5,7;27,7;0,0;0,7;1,0;4,3;12,7;0,1;117,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4209102;Joinville;3905,0;31,0;1,7;43,3;0,0;0,0;0,7;138,9;7863,9;Transmissão Persistente
4;42;SC;Santa Catarina;4209151;José Boiteux;0,7;20,3;0,0;0,0;0,0;2,0;36,7;0,0;34,1;Episódico
4;42;SC;Santa Catarina;4209177;Jupiá;1,3;26,3;0,0;0,0;0,0;1,7;42,0;0,0;78,4;Episódico
4;42;SC;Santa Catarina;4209201;Lacerdópolis;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4209300;Lages;6,3;21,0;0,7;1,3;0,7;3,7;15,7;0,2;28,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4209409;Laguna;6,0;21,0;0,0;1,0;0,7;4,0;19,7;0,0;58,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4209458;Lajeado Grande;1,0;11,0;0,0;0,0;0,0;1,7;43,0;0,0;367,1;Episódico
4;42;SC;Santa Catarina;4209508;Laurentino;2,7;23,0;0,0;0,0;0,0;2,0;35,3;0,0;127,6;Episódico
4;42;SC;Santa Catarina;4209607;Lauro Müller;0,7;24,3;0,0;0,0;0,0;2,0;40,7;0,0;8,8;Episódico
4;42;SC;Santa Catarina;4209706;Lebon Régis;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4209805;Leoberto Leal;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4209854;Lindóia do Sul;4,0;19,0;0,0;0,7;0,7;2,7;32,0;0,0;310,6;Episódico
4;42;SC;Santa Catarina;4209904;Lontras;3,0;26,7;0,0;0,0;0,0;2,7;26,3;0,0;96,3;Episódico/Epidêmico
4;42;SC;Santa Catarina;4210001;Luiz Alves;5,0;21,0;0,0;1,0;0,3;2,3;32,3;0,0;198,7;Episódico
4;42;SC;Santa Catarina;4210035;Luzerna;1,7;17,0;0,0;0,0;0,0;3,0;33,3;0,0;128,5;Episódico
4;42;SC;Santa Catarina;4210050;Macieira;0,3;15,0;0,0;0,0;0,0;1,3;48,7;0,0;18,5;Episódico
4;42;SC;Santa Catarina;4210100;Mafra;5,7;32,0;0,0;0,7;0,0;3,3;9,7;0,1;65,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4210209;Major Gercino;0,7;9,7;0,0;0,0;0,0;2,0;42,7;0,0;136,1;Episódico
4;42;SC;Santa Catarina;4210308;Major Vieira;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4210407;Maracajá;1,3;10,7;0,0;0,0;0,0;1,3;44,3;0,0;18,7;Episódico
4;42;SC;Santa Catarina;4210506;Maravilha;259,3;22,3;0,7;9,3;0,7;3,0;5,3;11,7;6263,6;Epidêmico
4;42;SC;Santa Catarina;4210555;Marema;1,0;11,0;0,0;0,0;0,0;1,3;42,3;0,0;297,3;Episódico
4;42;SC;Santa Catarina;4210605;Massaranduba;12,0;27,0;0,7;3,7;0,3;2,7;12,3;0,2;567,2;Episódico/Epidêmico
4;42;SC;Santa Catarina;4210704;Matos Costa;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4210803;Meleiro;0,3;11,0;0,0;0,0;0,0;1,3;44,7;0,0;4,7;Episódico
4;42;SC;Santa Catarina;4210852;Mirim Doce;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4210902;Modelo;3,0;28,0;0,0;0,3;0,3;2,7;26,3;0,0;326,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4211009;Mondaí;113,0;24,0;0,7;6,7;0,3;1,0;5,0;4,7;5993,4;Epidêmico
4;42;SC;Santa Catarina;4211058;Monte Carlo;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4211108;Monte Castelo;1,0;19,7;0,0;0,0;0,0;1,7;35,0;0,0;39,3;Episódico
4;42;SC;Santa Catarina;4211207;Morro da Fumaça;0,3;10,7;0,0;0,0;0,0;1,3;44,3;0,0;3,8;Episódico
4;42;SC;Santa Catarina;4211256;Morro Grande;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4211306;Navegantes;224,3;32,7;1,0;22,7;2,0;0,7;1,7;6,8;2310,6;Epidêmico
4;42;SC;Santa Catarina;4211405;Nova Erechim;12,3;19,3;0,3;2,3;0,3;4,0;16,0;0,1;1325,4;Episódico/Epidêmico
4;42;SC;Santa Catarina;4211454;Nova Itaberaba;11,7;22,0;0,3;3,3;0,0;3,3;20,0;0,5;1943,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4211504;Nova Trento;13,3;27,7;0,7;6,3;0,0;2,3;22,7;0,1;678,5;Episódico/Epidêmico
4;42;SC;Santa Catarina;4211603;Nova Veneza;1,0;21,0;0,0;0,0;0,0;2,3;34,3;0,0;13,5;Episódico
4;42;SC;Santa Catarina;4211652;Novo Horizonte;1,3;34,3;0,0;0,0;0,0;3,7;26,7;0,0;171,1;Episódico/Epidêmico
4;42;SC;Santa Catarina;4211702;Orleans;2,0;21,0;0,0;0,0;0,0;3,0;28,7;0,0;29,3;Episódico
4;42;SC;Santa Catarina;4211751;Otacílio Costa;0,7;17,7;0,0;0,0;0,0;2,0;34,0;0,0;10,9;Episódico
4;42;SC;Santa Catarina;4211801;Ouro;1,0;19,0;0,0;0,0;0,0;2,7;35,0;0,0;40,7;Episódico
4;42;SC;Santa Catarina;4211850;Ouro Verde;1,3;17,7;0,0;0,0;0,0;1,7;34,0;0,0;326,7;Episódico
4;42;SC;Santa Catarina;4211876;Paial;2,3;20,3;0,0;0,7;0,0;2,0;31,3;0,0;908,9;Episódico
4;42;SC;Santa Catarina;4211892;Painel;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4211900;Palhoça;446,3;29,7;0,7;16,7;1,0;1,7;11,0;11,5;2593,3;Epidêmico
4;42;SC;Santa Catarina;4212007;Palma Sola;4,3;17,3;0,3;1,7;0,0;3,0;19,3;0,1;339,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4212056;Palmeira;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4212106;Palmitos;141,0;25,7;0,3;7,7;1,3;2,0;16,7;4,3;6396,8;Epidêmico
4;42;SC;Santa Catarina;4212205;Papanduva;1,3;24,3;0,0;0,0;0,0;2,7;24,3;0,0;19,3;Episódico/Epidêmico
4;42;SC;Santa Catarina;4212239;Paraíso;4,7;12,0;0,0;0,3;0,7;3,0;30,7;0,0;599,7;Episódico
4;42;SC;Santa Catarina;4212254;Passo de Torres;2,7;19,3;0,0;0,3;0,3;2,3;33,3;0,0;195,1;Episódico
4;42;SC;Santa Catarina;4212270;Passos Maia;1,7;10,3;0,0;0,0;0,0;3,0;35,7;0,0;141,4;Episódico
4;42;SC;Santa Catarina;4212304;Paulo Lopes;4,7;21,7;0,3;1,7;0,3;1,7;34,3;0,0;380,4;Episódico
4;42;SC;Santa Catarina;4212403;Pedras Grandes;0,7;15,3;0,0;0,0;0,0;2,3;34,3;0,0;41,4;Episódico
4;42;SC;Santa Catarina;4212502;Penha;81,7;31,7;1,3;18,7;0,7;0,7;2,3;1,9;2412,0;Epidêmico
4;42;SC;Santa Catarina;4212601;Peritiba;12,0;23,3;0,3;2,7;0,3;1,7;37,7;0,1;1984,8;Episódico
4;42;SC;Santa Catarina;4212650;Pescaria Brava;2,3;35,0;0,0;0,0;0,0;3,0;32,0;0,0;123,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4212700;Petrolândia;0,7;7,3;0,0;0,0;0,0;1,7;42,7;0,0;38,8;Episódico
4;42;SC;Santa Catarina;4212809;Balneário Piçarras;57,3;31,3;1,0;11,7;1,3;1,7;3,7;0,9;2481,3;Epidêmico
4;42;SC;Santa Catarina;4212908;Pinhalzinho;24,3;20,0;0,7;8,7;0,3;3,7;7,0;0,4;1105,4;Episódico/Epidêmico
4;42;SC;Santa Catarina;4213005;Pinheiro Preto;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4213104;Piratuba;8,7;21,0;0,3;1,3;0,7;1,7;34,7;0,1;991,4;Episódico
4;42;SC;Santa Catarina;4213153;Planalto Alegre;7,7;24,3;0,3;2,3;0,3;2,7;24,0;0,2;1652,6;Episódico/Epidêmico
4;42;SC;Santa Catarina;4213203;Pomerode;12,7;32,0;1,0;2,7;1,0;2,0;12,7;0,3;301,0;Episódico/Epidêmico
4;42;SC;Santa Catarina;4213302;Ponte Alta;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4213351;Ponte Alta do Norte;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
4;42;SC;Santa Catarina;4213401;Ponte Serrada;4,0;10,0;0,3;1,0;0,0;1,7;42,0;0,0;167,5;Episódico
4;42;SC;Santa Catarina;4213500;Porto Belo;104,7;22,7;1,0;14,3;0,7;1,7;9,7;2,2;5075,4;Epidêmico
4;42;SC;Santa Catarina;4213609;Porto União;2,0;25,7;0,0;0,0;0,0;4,3;21,3;0,0;29,4;Episódico/Epidêmico
4;42;SC;Santa Catarina;4213708;Pouso Redondo;1,7;24,7;0,0;0,0;0,0;3,7;19,3;0,0;43,2;Episódico/Epidêmico
4;42;SC;Santa Catarina;4213807;Praia Grande;0,7;11,3;0,0;0,0;0,0;1,3;44,7;0,0;13,6;Episódico
4;42;SC;Santa Catarina;4213906;Presidente Castello Branco;7,7;30,7;0,3;1,0;0,0;2,0;31,7;0,0;1614,9;Episódico/Epidêmico
4;42;SC;Santa Catarina;4214003;Presidente Getúlio;4,0;20,7;0,0;0,7;0,7;3,0;31,3;0,0;103,9;Episódico
4;42;SC;Santa Catarina;4214102;Presidente Nereu;0,7;22,3;0,0;0,0;0,0;1,7;38,7;0,0;28,9;Episódico
4;42;SC;Santa Catarina;4214151;Princesa;6,0;15,3;0,3;3,3;0,0;2,3;28,7;0,1;1181,5;Episódico
